Location,Code
"Santiago, Dominican Republic ",STI
"Santo Angelo, Brazil ",GEL
"Santo Antao, Cape Verde ",NTO
"Santo Domingo, Dominican Republic - Herrera ",HEX
"Santo Domingo, Dominican Republic - Las Americas ",SDQ
"Santo Domingo, Venezuela ",STD
"Sanya, China ",SYX
"Sao Nicolau, Cape Verde ",SNE
"Sao Paulo, Brazil - Congonhas ",CGH
"Sao Paulo, Brazil - Guarulhos Intl ",GRU
"Sao Paulo, Brazil - Viracopos ",VCP
"Sao Tome Is., Sao Tome and Principe ",TMS
"Sao Vicente, Cape Verde ",VXE
"Sapporo, Japan - Chitose ",CTS
"Sapporo, Japan - Okadama ",OKD
"Sara, Vanuatu ",SSR
"Saranac Lake, NY ",SLK
"Sarasota, FL ",SRQ
"Saratov, Russia ",RTW
"Sarmi, Indonesia ",ZRM
"Sarnia, ON ",YZR
"Sarnia, ON - Rail service ",XDX
"Saskatoon, SK ",YXE
"Satu Mare, Romania ",SUJ
"Satwag, Papua New Guinea ",SWG
"Sau Luiz, MA, Brazil ",SLZ
"Sault Ste Marie, MI, ",CIU
"Sault Ste-Marie, ON ",YAM
"Saumlaki, Indonesia ",SXK
"Savannah, GA ",SAV
"Savannakhet, Laos ",ZVK
"Savonlinna, Finland ",SVL
"Savoonga, AK ",SVA
"Savusavu, Fiji ",SVU
"Sayaboury, Laos ",ZBY
"Scammon Bay, AK ",SCM
"Schefferville, QC ",YKL
"Scottsbluff, NE ",BFF
"Scranton, PA ",AVP
"Seattle, WA - Lake Union SPB ",LKE
"Seattle, WA - Seattle/Tacoma International ",SEA
"Sege, Solomon Islands ",EGM
"Seiyun, Yemen ",GXF
"Selawik, AK ",WLK
"Selje, Norway ",QFK
"Semarang, Indonesia ",SRG
"Senggo, Indonesia ",ZEG
"Senneterre, QC - Rail service ",XFK
"Seoul, South Korea - All Airports ",SEL
"Seoul, South Korea - Gimpo International ",GMP
"Seoul, South Korea - Incheon International ",ICN
"Sept-Iles, QC ",YZV
"Servi, Indonesia ",ZRI
"Sesriem, Namibia ",SZM
"Sevilla, Spain and Canary Islands ",SVQ
"Seward, AK ",SWD
"Shageluk, AK ",SHX
"Shaktoolik, AK ",SKK
"Shamattawa, MB ",ZTM
"Shanghai, China ",PVG
"Shannon, Ireland ",SNN
"Shantou, China ",SWA
"Sharm El Sheikh, Egypt ",SSH
"Shawinigan, QC - Rail service ",XFL
"Shawnigan, BC - Rail service ",XFM
"Sheffield, United Kingdom ",SZD
"Sheffield/Florence/Muscle Shoals, AL ",MSL
"Sheldon Point, AK ",SXP
"Shenzhen, China ",SZX
"Sheridan, WY ",SHR
"Shetland Islands, United Kingdom - Lerwick/Tingwall ",LWK
"Shetland Islands, United Kingdom - Sumburgh ",LSI
"Shillavo, Ethiopia ",HIL
"Shimkent, Kazakhstan ",CIT
"Shiraz, Iran ",SYZ
"Shishmaref, AK ",SHH
"Shonai, Japan ",SYO
"Shreveport, LA ",SHV
"Shungnak, AK ",SHG
"Shute Harbor, Australia ",JHQ
"Siem Reap, Cambodia ",REP
"Silchar, India ",IXS
"Silver City, NM ",SVC
"Simao, China ",SYM
"Sinak, Indonesia ",NKD
"Singapore, Singapore - Changi ",SIN
"Singapore, Singapore - Seletar ",XSP
"Sintang, Indonesia ",SQG
"Sioux City, IA ",SUX
"Sioux Falls, SD ",FSD
"Sioux Lookout, ON ",YXL
"Sisimiut, Greenland ",JHS
"Sitka, AK ",SIT
"Sittwe, Myanmar ",AKY
"Sivas, Turkey ",VAS
"Skagway, AK ",SGY
"Skiathos, Greece ",JSI
"Skopie, Macedonia ",FYROM
"Skovde, Sweden ",KVB
"Skukuza, South Africa ",SZK
"Sleetmore, AK ",SLQ
"Sligo, Ireland ",SXL
"Smith Falls, ON ",YSH
"Smithers, BC ",YYD
"Snare Lake, NT ",YFJ
"Soalala, Madagascar ",DWB
"Soderham, Sweden ",SOO
"Sofia, Bulgaria ",SOF
"Sognolal, Norway ",SOG
"Solo City, Indonesia ",SOC
"Son-La, Viet Nam - Na-San ",SQH
"Sorkjosen, Norway ",SOJ
"Sorocaba, Brazil ",SOD
"South Andros, Bahamas ",TZN
"South Bend, IN ",SBN
"South Caicos, Turks and Caicos Islands ",XSC
"South Hampton, United Kingdom ",SOU
"South Indian Lake, MB ",XSI
"South Molle Island, QL, Australia ",SOI
"South Naknek, AK ",WSN
"Southern Pines, NC ",SOP
"Spartanburg/Greenville, SC ",GSP
"Split, Croatia ",SPU
"Spokane, WA ",GEG
"Spring Point, Bahamas ",AXP
"Springfield, IL ",SPI
"Springfield, MO ",SGF
"Srinagar, India ",SXR
"St Anthony, NL ",YAY
"St Catharines, ON ",YCM
"St Denis de la Reunion, Reunion ",RUN
"St Kitts, St Kitts and Nevis ",SKB
"St Marys, ON - Rail service ",XIO
"St Petersburg/Clearwater, FL ",PIE
"St Pierre, St Pierre and Miquelon ",FSP
"St Vincent, Saint Vincent and the Grenadines ",SVD
"St. Croix Island, U.S. Virgin Islands ",STX
"St. Etienne, France ",EBU
"St. Eustatius, Netherlands Antilles ",EUX
"St. Lucia, St. Lucia ",UVF
"St. Lucia, St. Lucia - Hawnorra ",UVF
"St. Petersburg, Russia ",LED
"St. Pierre de la Reunion, Reunion ",ZSE
"St. Thomas Island, U.S. Virgin Islands ",STT
"State College/University Park, PA ",SCE
"Staunton, VA ",SHD
"Stavanger, Norway ",SVG
"Stavropol, Russia ",STW
"Ste Therese Point, MB ",YST
"Steamboat Springs, CO ",SBS
"Stebbins, AK ",WBB
"Stella Maris, Bahamas ",SML
"Stephenville, NL ",YJT
"Stevens Point/Wausau, WI ",CWA
"Stevens Village, AK ",SVS
"Stewart Field/Newburgh, NY ",SWF
"Stockholm, Sweden - All airports ",STO
"Stockholm, Sweden - Arlanda ",ARN
"Stockholm, Sweden - Bromma ",BMA
"Stockton, CA ",SCK
"Stony Rapids, SK ",YSF
"Stony River, AK ",SRV
"Stornoway, United Kingdom ",SYY
"Storuman, Sweden ",SQO
"Strasbourg, France - Bus service ",XER
"Strasbourg, France - Entzheim ",SXB
"Strathroy, ON - Rail service ",XTY
"Stronsay, United Kingdom ",SOY
"Stung Treng, Cambodia ",TNX
"Stuttgart, Germany - Echterdingen ",STR
"Stuttgart, Germany - Rail service ",ZWS
"Suavanao, Solomon Islands ",VAO
"Sucre, Bolivia ",SRE
"Sudbury, ON ",YSB
"Sudbury, ON - Rail service ",XDY
"Sue Island, QL, Australia ",SYU
"Sui, Pakistan ",SUL
"Sukhotthai, Thailand ",THS
"Summer Beaver, ON ",SUR
"Sun City, South Africa ",NTY
"Sun Valley, ID ",SUN
"Sunshine Coast, QL, Australia ",MCY
"Surabaya, Indonesia ",SUB
"Surat Thani, Thailand ",URT
"Suva, Fiji ",SUV
"Sveg, Sweden ",EVG
"Svolvaer, Norway ",SVJ
"Swan River, MB ",ZJN
"Sydney, New South Wales, Australia ",SYD
"Sydney, NS ",YQY
"Sylhet, Bangladesh ",ZYL
"Syracuse, NY ",SYR
"Szczecin, Poland ",SZZ
"Taba, Egypt ",TCP
"Tabarka, Tunisia ",TBJ
"Tabatinga, AM, Brazil ",TBT
"Tabora, Tanzania ",TBO
"Tabriz, Iran ",TBZ
"Tabubil, Papua New Guinea ",TBG
"Tabuk, Saudi Arabia ",TUU
"Tacheng, China ",TCG
"Tachilek, Myanmar ",THL
"Tacloban, Philippines ",TAC
"Tacna, Peru ",TCQ
"Tadoule Lake, MB ",XTL
"Taichung, Taiwan ",TXG
"Taif, Saudi Arabia ",TIF
"Tainan, Taiwan ",TNN
"Taipei, Taiwan - Chiang Kai Shek ",TPE
"Taipei, Taiwan - Sung Shan ",TSA
"Taitung, Taiwan ",TTT
"Taiyuan, China ",TYN
"Taiz, Yemen ",TAI
"Takotna, AK ",TCT
"Talkeetna, AK ",TKA
"Tallahassee, FL ",TLH
"Tallinn, Estonia ",TLL
"Taloyoak, NU ",YYH
"Tamanrasset, Algeria ",TMR
"Tamarindo, Costa Rica ",TNO
"Tamatave, Madagascar ",TMM
"Tambohorano, Madagascar",WTA
"Tambolaka, Indonesia ",TMC
"Tambor, Costa Rica ",TMU
"Tampa, FL ",TPA
"Tampere, Finland ",TMP
"Tampico, Mexico ",TAM
"Tamworth, NS, Australia ",TMW
"Tanahmerah, Indonesia ",TMH
"Tanana, AK ",TAL
"Tangier, Morocco ",TNG
"Tanjung Pandan, Indonesia ",TJQ
"Tanjung Selor, Indonesia ",TJS
"Tanna, Vanuatu ",TAH
"Taos, NM ",TSM
"Tapachula, Mexico ",TAP
"Tarakan, Indonesia ",TRK
"Taramajma, Japan ",TRA
"Taranto, Italy ",TAR
"Tarapoto, Peru ",TPP
"Tarawa, Kiribati ",TRW
"Taree, NS, Australia ",TRO
"Tari, Papua New Guinea ",TIZ
"Tarija, Bolivia ",TJA
"Tashkent, Uzbekistan ",TAS
"Tasiujuaq, QC ",YTQ
"Tatitlek, AK ",TEK
"Taupo, New Zealand ",TUO
"Tauranga, New Zealand ",TRG
"Taveuni, Fiji ",TVU
"Tawau, Malaysia ",TWU
"Tbessa, Algeria ",TEE
"Tbilisi, Georgia ",TBS
"Tchibanga, Gabon ",TCH
"Te Anau, New Zealand ",TEU
"Teesside, United Kingdom ",MME
"Tefe, AM, Brazil ",TFF
"Tegucigalpa, Honduras ",TGU
"Tehran, Iran - Mehrabad ",THR
"Tekadu, Papua New Guinea ",TKB
"Tel Aviv, Israel ",TLV
"Teller Mission, AK ",KTS
"Telluride, CO ",TEX
"Tembagapura, Indonesia ",TIM
"Teminabuan, Indonesia ",TXM
"Temuco, Chile ",ZCO
"Tenakee Springs, AK ",TKE
"Tenerife, Spain and Canary Islands - Norte Los Rodeos ",TFN
"Tenerife, Spain and the Canary Islands - Sur Reina Sofia ",TFS
"Tennant Creek, NT, Australia ",TCA
"Tepic, Mexico ",TPQ
"Terceira Island, Portugal ",TER
"Teresina, PI, Brazil ",THE
"Termez, Uzbekistan ",TMJ
"Ternate, Indonesia ",TTE
"Terrace, BC ",YXT
"Terre Haute, IN ",HUF
"Tetabedi, Papua New Guinea ",TDB
"Tete, Mozambique ",TET
"Tete-a-La Baleine, QC ",ZTB
"Tetlin, AK ",TEH
"Tetuan, Morocco ",TTU
"Texarkana, AR ",TXK
"Tezpur, India ",TEZ
"Thandwe, Myanmar ",SNW
"Thangool, QL, Australia ",THG
"Thargomindah, QL, Australia ",XTG
"The Bight, Bahamas ",TBI
"The Pas, MB ",YQD
"The Pas, MB - Rail service ",XDZ
"Thessaloniki, Greece ",SKG
"Thicket Portage, MB ",YTD
"Thief River Falls, MN ",TVF
"Thira, Greece ",JTR
"Thiruvananthapuram, India ",TRV
"Thompson, MB ",YTH
"Thorne Bay, AK ",KTB
"Thorshofn, Iceland ",THO
"Thunder Bay, ON ",YQT
"Thursday Island, QL, Australia ",TIS
"Tianjn, China ",TSN
"Tiaret, Algeria ",TID
"Tiga, New Caledonia ",TGJ
"Tijuana, Mexico ",TIJ
"Tikehau Atoll, French Polynesia ",TIH
"Tiksi, Russia ",IKS
"Timaru, New Zealand ",TIU
"Timimoun, Algeria ",TMX
"Timmins, ON ",YTS
"Timosoara, Romania ",TSR
"Tin City, AK ",TNC
"Tindouf, Algeria ",TIN
"Tinian, Northern Mariana Islands ",TIQ
"Tioljikja, Mauritania ",TIY
"Tioman, Malaysia ",TOD
"Tippi, Ethiopia ",TIE
"Tirana, Albania ",TIA
"Tiree, United Kingdom ",TRE
"Tirgu Mures, Romania ",TGM
"Tiruchirapally, India ",TRZ
"Tirupati, India ",TIR
"Tivat, Serbia and Montenegro ",TIV
"Tlemcen, Algeria ",TLM
"Tobago, Trinidad and Tobago ",TAB
"Tobruk, Libya ",TOB
"Tofino, BC, ",YAZ
"Togiak Village, AK ",TOG
"Tok, AK ",TKJ
"Toksook Bay, AK ",OOK
"Tokunoshima, Japan ",TKN
"Tokushima, Japan ",TKS
"Tokyo, Japan - All airports ",TYO
"Tokyo, Japan - Haneda ",HND
"Tokyo, Japan - Narita ",NRT
"Toledo, OH ",TOL
"Toledo, PR, Brazil ",TOW
"Toluco, Mexico ",TLC
"Tom Price, WA, Australia ",TPR
"Tomanggong, Malaysia ",TMG
"Tombouctou, Mali ",TOM
"Tomsk, Russia ",TOF
"Tongliao, China ",TGO
"Tongoa, Vanuatu ",TGH
"Toowoomba, QL, Australia ",TWB
"Topeka, KS ",FOE
"Toronto, ON - Downtown Rail service ",YBZ
"Toronto, ON - Guildwood Rail service ",XLQ
"Toronto, ON - International ",YYZ
"Toronto, ON - Toronto Island Airport ",YTZ
"Torp Airport Oslo, Norway - Sandefjord ",TRF
"Torreon, Mexico ",TRC
"Torres, Vanuatu ",TOH
"Torsby, Sweden ",TYF
"Tortola, British Virgin Islands ",TOV
"Tortoli, Italy ",TTB
"Tortuquero, Costa Rica ",TTQ
"Tottori, Japan ",TTJ
"Touho, New Caledonia ",TOU
"Toulon, France ",TLN
"Toulouse, France ",TLS
"Tours, France ",TUF
"Tours, France - Rail service ",XSH
"Townsville, QL, Australia ",TSV
"Toyama, Japan ",TOY
"Tozeur, Tunisia ",TOE
"Trabzon, Turkey ",TZX
"Trang, Thailand ",TST
"Trapani, Italy ",TPS
"Traralgon, VI, Australia ",TGN
"Traverse City, MI ",TVC
"Treasure Cay, Bahamas ",TCB
"Trelew, CB, Argentina ",REL
"Trenton/Mercer, NJ ",TTN
"Trieste, Italy ",TRS
"Trinidad, Bolivia ",TDD
"Trinidad, Trinidad and Tobago ",POS
"Tripoli, Libya ",TIP
"Trollhattan, Sweden ",THN
"Trombetas, PA, Brazil ",TMT
"Tromso, Norway ",TOS
"Trondheim, Norway ",TRD
"Trujillo, Honduras ",TJI
"Trujillo, Peru ",TRU
"Truk, Micronesia ",TKK
"Truro, NS - Rail service ",XLZ
"Tsaratanana, Madagascar ",TTS
"Tsiroanomandidy, Madagascar ",WTS
"Tsumeb, Namibia ",TSB
"Tsushima, Japan ",TSJ
"Tubuai, French Polynesia ",TUB
"Tucson, AZ ",TUS
"Tucuman, TU, Argentina ",TUC
"Tucupita, Venezuela ",TUV
"Tucurui, PA, Brazil ",TUR
"Tufi, Papua New Guinea ",TFI
"Tuguegarao, Philippines ",TUG
"Tuktoyaktuk, NT ",YUB
"Tulcan, Ecuador ",TUA
"Tulear, Madagascar ",TLE
"Tulita/Fort Norman, NT ",ZFN
"Tulsa, OK ",TUL
"Tuluksak, AK ",TLT
"Tum, Ethiopia ",TUJ
"Tumaco, Colombia ",TCO
"Tumbes, Peru ",TBP
"Tunis, Tunisia ",TUN
"Tuntutuliak, AK ",WTL
"Tununak, AK ",TNK
"Tunxi, China ",TXN
"Tupelo, MS ",TUP
"Turaif, Saudi Arabia ",TUI
"Turbat, Pakistan ",TUK
"Turin, Italy ",TRN
"Turku, Finland ",TKU
"Tuscaloosa, AL ",TCL
"Tuxtla Gutierrez, Mexico ",TGZ
"Twin Falls, ID ",TWF
"Twin Hills, AK ",TWA
"Tyler, TX ",TYR
"Tyumen, Russia ",TJM
"Ube, Japan ",UBJ
"Uberaba, MG, Brazil ",UBA
"Uberlandia, MG, Brazil ",UDI
"Ubon Ratchathani, Thailand ",UBP
"Udaipur, India ",UDR
"Udon Thani, Thailand ",UTH
"Ufa, Russia ",UFA
"Ujae Island, Marshall Islands ",UJE
"Ujung Pandang, Indonesia ",UPG
"Ukhta, Russia ",UCT
"Ulaanbaatar, Mongolia ",ULN
"Ulanhot, China ",HLH
"Ulan-Ude, Russia ",UUD
"Ulei, Vanuatu ",ULB
"Uliastai, Mongolia ",ULY
"Ulithi, Micronesia ",ULI
"Ulsan, South Korea ",USN
"Ulundi, South Africa ",ULD
"Umea, Sweden ",UME
"Umiujag, QC ",YUD
"Umtata, South Africa ",UTT
"Unalakleet, AK ",UNK
"Upernavik, Greenland ",JUV
"Upington, South Africa ",UTN
"Uraj, Russia ",URJ
"Uralsk, Kazakhstan ",URA
"Uranium City, SK ",YBE
"Urbana/Champaign, IL ",CMI
"Urgench, Uzbekistan ",UGC
"Urmieh, Iran ",OMH
"Uroubi, Papua New Guinea ",URU
"Uruapan, Mexico ",UPN
"Uruguaiana, RS, Brazil ",URG
"Urumqi, China ",URC
"Useless Loop, WA, Australia ",USL
"Ushuaia, TF, Argentina ",USH
"Usinsk, Russia ",USK
"Ust-Ilimsk, Russia ",UIK
"Ust-Kamenogorsk, Kazakhstan ",UKK
"Utapao, Thailand ",UTP
"Utica, NY ",UCA
"Utila, Honduras ",UII
"Utirik Island, Marshall Islands ",UTK
"Utopia Creek, AK ",UTO
"Uummannaq, Greeland ",UMD
"Uzhgorod, Ukraine ",UDJ
"V.C. Bird International, Antigua & Barbuda ",ANU
"Vaasa, Finland ",VAA
"Vadodara, India ",BDQ
"Vadso, Norway ",VDS
"Vail, CO - Eagle County Airport ",EGE
"Vail, CO - Van service ",QBF
"Valdez, AK ",VDZ
"Valdivia, Chile ",ZAL
"Val-d'Or, QC ",YVO
"Valdosta, GA ",VLD
"Valencia, Spain ",VLC
"Valencia, Venezuela ",VLN
"Valenciennes, France ",XVS
"Valera, Venezuela ",VLV
"Valesdir, Vanuatu ",VLS
"Valladolid, Spain and Canary Islands ",VLL
"Valledupar, Colombia ",VUP
"Valparaiso, FL ",VPS
"Valverde, Spain and Canary Islands - Hierro ",VDE
"Van, Turkey ",VAN
"Vancouver, BC ",YVR
"Vancouver, BC - Coal Harbour ",CXH
"Vancouver, BC - International ",YVR
"Vancouver, BC - Rail service ",XEA
"Vanimo, Papua New Guinea ",VAI
"Vanuabalavu, Fiji ",VBV
"Varadero, Cuba ",VRA
"Varanasi, India ",VNS
"Vardoe, Norway ",VAW
"Varginha, MG, Brazil ",VAG
"Varkaus, Finland ",VRK
"Varna, Bulgaria ",VAR
"Vasteras, Sweden ",VST
"Vatomatry, Madagascar ",VAT
"Vava'u, Tonga ",VAV
"Vaxjo, Sweden ",VXO
"Venetie, AK ",VEE
"Venice, Italy - Marco Polo ",VCE
"Venice, Italy - Treviso ",TSF
"Ventura/Oxnard, CA ",OXR
"Veracruz, Mexico ",VER
"Vernal, UT ",VEL
"Verona, Italy ",VRN
"Vestmannaeyjar, Iceland ",VEY
"Victoria Falls, Zimbabwe ",VFA
"Victoria River Downs, NT, Australia ",VCD
"Victoria, BC - Inner Harbor ",YWH
"Victoria, BC - International ",YYJ
"Victoria, TX ",VCT
"Viedma, RN, Argentina ",VDM
"Vienna, Austria ",VIE
"Vientiane, Laos - Wattay ",VTE
"Vieques, Puerto Rico ",VQS
"Vigo, Spain ",VGO
"Vilanculos, Mozambique ",VNX
"Vilhelmina, Sweden ",VHM
"Vilhena, Brazil ",BVH
"Villa Gesell, BA, Argentina ",VLG
"Villa Mercedes, SL, Argentina ",VME
"Villahermosa, Mexico ",VSA
"Vilnius, Lithuania ",VNO
"Vinh City, Viet Nam ",VII
"Virgin Gorda, British Virgin Islands ",VIJ
"Visalia, CA ",VIS
"Visby, Sweden ",VBY
"Vishakhapatnam, India ",VTZ
"Vitebsk, Belarus ",VTB
"Vitoria da Conquista, BA, Brazil ",VDC
"Vitoria, Spain and Canary Islands ",VIT
"Vivigani, Papua New Guinea ",VIV
"Vladikavkaz, Russia ",OGZ
"Vladivostok, Russia ",VVO
"Vohemar, Madagascar ",VOH
"Volgodonsk, Russia ",VLK
"Volgograd, Russia ",VOG
"Vopnafjordur, Iceland ",VPN
"Vorkuta, Russia ",VKT
"Voronezh, Russia ",VOZ
"Wabush, NL ",YWK
"Waco, TX ",ACT
"Wadi Ad Dawasir, Saudi Arabia ",WAE
"Wadi Halfa, Sudan ",WHF
"Wagethe, Indonesia ",WET
"Wagga Wagga, NS, Australia ",WGA
"Wahai, Indonesia ",WBA
"Waingapo, Indonesia ",WGP
"Wainwright, AK ",AIN
"Wakkanai, Japan ",WKJ
"Walaha, Vanuatu ",WLH
"Wales, AK ",WAA
"Walgett, NS, Australia ",WGE
"Walla Walla, WA ",ALW
"Wallis Island, Wallis and Futuna Islands ",WLS
"Walvis Bay, Namibia ",WVB
"Wamena, Indonesia ",WMX
"Wanaka, New Zealand ",WKA
"Wanganui, New Zealand ",WAG
"Wangerooge, Germany ",AGE
"Wanigela, Papua New Guinea ",AGL
"Wanxian, China ",WXN
"Warsaw, Poland ",WAW
Washington DC - All airports ,WAS
Washington DC - Dulles ,IAD
Washington DC - National ,DCA
"Wasior, Indonesia ",WSR
"Waskaganish, QC ",YKQ
"Wasu, Papua New Guinea ",WSU
"Waterfall, AK ",KWF
"Waterford, Ireland ",WAT
"Waterloo, IA ",ALO
"Watertown, NY ",ART
"Watertown, SD ",ATY
"Watford, ON - Rail service ",XWA
"Wau, Papua New Guinea ",WUG
"Wau, Sudan ",WUU
"Wausau/Stevens Point, WI ",CWA
"Webequie, ON ",YWP
"Wedau, Papua New Guinea ",WED
"Wedjh, Saudi Arabia ",EJH
"Weihai, China ",WEH
"Weipa, QL, Australia ",WEI
"Wellington, New Zealand ",WLG
"Wemindji, QC ",YNC
"Wenatchee, WA ",EAT
"Wenzhou, China ",WNZ
"West Palm Beach, FL ",PBI
"West Yellowstone, MT ",WYS
"Westchester County, NY ",HPN
"Westerland, Germany ",GWT
"Westerly, RI ",WST
"Westport, New Zealand ",WSZ
"Westray, United Kingdom ",WRY
"Westsound, WA ",WSX
"Wewak, Papua New Guinea ",WWK
"Weymont, QC - Rail service ",XFQ
"Wha Ti/Lac La Martre, NT ",YLE
"Whakatane, New Zealand ",WHK
"Whale Cove, NU ",YXN
"Whale Pass, AK ",WWP
"Whangarei, New Zealand ",WRE
"White Mountain, AK ",WMO
"White River, ON ",YWR
"White River, VT ",LEB
"Whitehorse, YT ",YXY
"Whyalla, SA, Australia ",WYA
"Wichita Falls, TX ",SPS
"Wichita, KS ",ICT
"Wick, United Kingdom ",WIC
"Wilhelmshaven, Germany ",WVN
"Wilkes Barre, PA ",AVP
"Williams Harbour, NL ",YWM
"Williams Lake, BC ",YWL
"Williamsburg, VA ",PHF
"Williamsport, PA ",IPT
"Williston, ND ",ISN
"Wilmington, NC ",ILM
"Wiluna, WA, Australia ",WUN
"Windarra, QL, Australia ",WNR
"Windsor Locks, CT ",BDL
"Windsor, ON ",YQG
"Windsor, ON - Rail service ",XEC
"Winnipeg, MB - International ",YWG
"Winnipeg, MB - Rail service ",XEF
"Winton, QL, Australia ",WIN
"Woja, Marshall Islands ",WJA
"Wollaston Lake, SK ",ZWL
"Wonan, Taiwan ",WOT
"WonJu, South Korea ",WJU
"Woodstock, ON - Rail service ",XIP
"Worcester, MA ",ORH
"Worland, WY ",WRL
"Wotho Island, Marshall Islands ",WTO
"Wotje Island, Marshall Islands ",WTE
"Wrangell, AK ",WRG
"Wroclaw, Poland ",WRO
"Wudinna, SA, Australia ",WUD
"Wuhan, China ",WUH
"Wunnummin Lake, ON ",WNN
"Wuyishan, China ",WUS
"Wyndham, WA, Australia ",WYN
"Wyoming, ON - Rail service ",XWY
"Xi An, China - Xianyang ",XIY
"Xiamen, China ",XMN
"Xiangfan, China ",XFN
"Xichang, China ",XIC
"Xieng Khouang, Laos ",XKH
"Xilinhot, China ",XIL
"Xining, China ",XNN
"Xuzhou, China ",XUZ
"Yakima, WA ",YKM
"Yakutat, AK ",YAK
"Yakutsk, Russia ",YKS
"Yalumet, Papua New Guinea ",KYX
"Yam Island, QL, Australia ",XMY
"Yamagata, Japan ",GAJ
"Yan'an, China ",ENY
"Yanbu, Saudi Arabia ",YNB
"Yancheng, China ",YNZ
"Yandina, Solomon Islands ",XYA
"Yangon, Myanmar ",RGN
"Yanji, China ",YNJ
"Yantai, China ",YNT
"Yaounde, Cameroon ",YAO
"Yap, Micronesia ",YAP
"Yarmouth, NS ",YQI
"Yaroslavl, Russia ",IAR
"Yazd, Iran ",AZD
"Yelimane, Mali ",EYL
"Yellowknife, NT ",YZF
"Yellowstone/Cody, WY ",COD
"Yeosu, South Korea ",RSU
"Yerevan, Armenia ",EVN
"Yibin, China ",YBP
"Yichang, China ",YIH
"Yinchuan, China ",INC
"Yining, China ",YIN
"Yiwu, China ",YIW
"Yogyakarta, Indonesia ",JOG
"Yonago, Japan ",YGJ
"Yonaguni Jima, Japan ",OGN
"York Landing, MB ",ZAC
"Yorke Island, QL, Australia ",OKR
"Yoronjima, Japan ",RNJ
"Youngstown, OH ",YNG
"Yulin, China ",UYN
"Yuma, AZ ",YUM
"Yuzhno-Sakhalinsk, Russia ",UUS
"Zadar, Croatia ",ZAD
"Zagreb, Croatia ",ZAG
"Zahedan, Iran ",ZAH
"Zakinthos Island, Greece ",ZTH
"Zamboanga, Philippines ",ZAM
"Zanzibar, Tanzania - Kisauni ",ZNZ
"Zaporozhye, Ukraine ",OZH
"Zaragoza, Spain and Canary Islands ",ZAZ
"Zhanjiang, China ",ZHA
"Zhaotong, China ",ZAT
"Zhengzha, China ",CGO
"Zhob, Pakistan ",PZH
"Zhoushan, China ",HSN
"Zhuhai, China ",ZUH
"Zielana, Poland ",IEG
"Zihuatanejo/Ixtapa, Mexico ",ZIH
"Zouerate, Mauritania ",OUZ
"Zugapa, Indonesia ",UGU
"Zurich, Switzerland ",ZRH
